Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref)
178.2,75,100,80,0.0,72.768,67.368,1.7562,150,0.9,0,0.0012885,10.762,28.038,74874,84386,297.88,44.746,1.6182,10,,23,,1.3527,0.19181,,,1.5452,0,,0,1,5,5
178.4,75,100,80,0.0,72.97,20.211,82.697,150,0.9,0,0.0013083,10.743,28.072,74930,84451,298.0,87.016,1.6186,10,,23,,1.369,0.19169,,,1.5455,0,,0,1,5,5
178.6,75,100,80,0.0,71.229,57.343,8.2697,150,0.9,0,0.0012996,10.751,28.105,74985,84517,297.87,42.215,1.619,10,,23,,1.3631,0.19173,,,1.5459,0,,0,1,5,5
178.8,75,100,80,0.0,67.992,17.203,149.05,150,0.9,0,0.0012972,10.749,28.138,75040,84581,298.16,145.17,1.6195,10,,23,,1.3591,0.19176,,,1.5463,0,,0,1,5,5
179.0,75,100,80,0.0,63.64,111.67,14.905,150,0.9,0,0.0013307,10.702,28.172,75094,84645,297.97,78.645,1.6199,10,1782.5,23,1818.6,1.373,0.19166,28.038,24.669,1.5467,0,77.112,0,1,5,5
0.2,30,100,8,0.0,0.0,0.0001,408.17,0,0.6,0,1.1299,14.665,0.001,57521,61760,297.44,392.99,0.085819,5,,22,,0.0039935,0.20494,,,0.032639,0,,0,1,6,6
0.4,30,100,8,0.0,0.0,0.0001,111.13,0,0.6,0,1.1801,14.645,0.00099954,57519,61762,297.82,492.7,0.096824,5,,22,,-0.060892,0.20612,,,0.036826,0,,0,1,6,6
0.6,30,100,8,0.0,0.0,0.0001,0.0001,0,0.6,0,1.2289,14.63,0.00099908,57516,61764,297.8,487.07,0.1005,5,,22,,-0.071339,0.20631,,,0.038225,0,,0,1,6,6
0.8,30,100,8,0.0,0.0,0.0001,140.62,0,0.6,0,1.2761,14.611,0.00099861,57513,61766,298.28,613.98,0.10275,5,,22,,-0.068013,0.20624,,,0.03908,0,,0,1,6,6
1.0,30,100,8,0.0,4.0644,158.14,14.062,0,0.6,0,1.3221,14.59,0.00099812,57512,61768,298.11,570.07,0.10478,5,1377.2,22,1681.9,-0.060574,0.2061,0.001,0.49661,0.039853,0,4.0814,0,1,6,6
1.2,30,100,8,0.0,13.095,107.77,1.4062,0,0.6,0,1.3664,14.561,0.0009976,57512,61773,297.96,530.33,0.10684,5,,22,,-0.048958,0.20588,,,0.040637,0,,0,1,6,6
1.4,30,100,8,0.0,21.687,61.456,0.14062,0,0.6,0,1.409,14.54,0.00099706,57513,61779,297.87,506.49,0.10899,5,,22,,-0.039921,0.20571,,,0.041455,0,,0,1,6,6
1.6,30,100,8,0.0,24.989,18.437,76.287,0,0.6,0,1.4495,14.515,0.0009965,57516,61786,298.11,569.62,0.11124,5,,22,,-0.029716,0.20552,,,0.042311,0,,0,1,6,6
1.8,30,100,8,0.0,21.207,96.673,7.6287,0,0.6,0,1.4884,14.488,0.00099596,57517,61792,298.01,541.95,0.11359,5,,22,,-0.018571,0.2053,,,0.043205,0,,0,1,6,6
2.0,30,100,8,0.0,12.529,63.005,0.76287,0,0.6,0,1.526,14.472,0.00099545,57517,61796,297.93,520.27,0.11604,5,,22,,-0.012831,0.20519,,,0.044138,0,,0,1,6,6
2.2,30,100,8,0.0,5.0597,18.902,76.379,0,0.6,0,1.5623,14.441,0.00099496,57515,61799,298.17,584.87,0.1186,5,,22,,-0.0015514,0.20498,,,0.04511,0,,0,1,6,6
2.4,30,100,8,0.0,3.5184,100.95,7.6379,0,0.6,0,1.5964,14.411,0.00099448,57513,61802,298.06,554.62,0.12126,5,,22,,0.010326,0.20475,,,0.046124,0,,0,1,6,6
2.6,30,100,8,0.0,8.8195,66.024,0.76379,0,0.6,0,1.6284,14.377,0.00099398,57513,61806,297.98,533.51,0.12405,5,,22,,0.023937,0.20449,,,0.047182,0,,0,1,6,6
2.8,30,100,8,0.0,17.738,41.432,0.076379,0,0.6,0,1.6583,14.342,0.00099345,57514,61811,297.93,521.68,0.12695,5,,22,,0.038045,0.20422,,,0.048287,0,,0,1,6,6
3.0,30,100,8,0.0,25.547,12.429,48.768,0,0.6,0,1.6856,14.321,0.00099289,57516,61818,298.1,566.57,0.12997,5,,22,,0.046534,0.20406,,,0.049438,0,,0,1,6,6
3.2,30,100,15,0.0,28.725,68.688,4.8768,0,0.6,0,1.7262,14.295,0.0009923,57521,61827,298.04,550.69,0.13312,5,,22,,0.054813,0.20389,,,0.050636,0,,0,1,6,6
3.4,30,100,15,0.0,26.399,50.482,0.48768,0,0.6,0,1.7642,14.271,0.00099172,57525,61837,297.99,537.97,0.1364,5,,22,,0.062557,0.20374,,,0.051882,0,,0,1,6,6
3.6,30,100,15,0.0,20.451,35.857,0.048768,0,0.6,0,1.7997,14.234,0.00099116,57527,61844,297.97,531.03,0.1398,5,,22,,0.074661,0.20351,,,0.053177,0,,0,1,6,6
3.8,30,100,15,0.0,14.123,26.883,0.0048768,0,0.6,0,1.8326,14.19,0.00099062,57529,61851,297.96,528.2,0.14334,5,,22,,0.091289,0.20319,,,0.054524,0,,0,1,6,6
4.0,30,100,15,0.0,10.901,22.118,0.00048768,0,0.6,0,1.8632,14.147,0.00099009,57530,61857,297.96,528.4,0.14702,5,,22,,0.10778,0.20288,,,0.055925,0,,0,1,6,6
4.2,30,100,15,0.0,12.529,20.783,0.0001,0,0.6,0,1.9187,14.091,0.00098956,57531,61865,297.96,529.98,0.15085,5,,30,,0.12451,0.20255,,,0.057383,0,,0,1,6,6
4.4,30,100,15,0.0,18.144,21.199,0.0001,0,0.6,0,1.9706,14.059,0.00098901,57534,61874,297.97,532.48,0.15484,5,,30,,0.13576,0.20234,,,0.058899,0,,0,1,6,6
4.6,30,100,15,0.0,25.231,22.991,0.0001,0,0.6,0,2.0192,14.019,0.00098843,57537,61884,297.98,535.47,0.15897,5,,30,,0.14921,0.20208,,,0.060473,0,,0,1,6,6
4.8,30,100,15,0.0,30.601,25.737,0.0001,0,0.6,0,2.0651,13.974,0.00098784,57542,61895,297.99,538.6,0.16326,5,,30,,0.16511,0.20177,,,0.062106,0,,0,1,6,6
5.0,30,100,15,0.0,31.259,29.096,0.0001,0,0.6,0,2.1079,13.935,0.00098724,57547,61907,298.0,541.29,0.16771,5,,30,,0.17821,0.20151,,,0.063797,0,,0,1,6,6
5.2,30,100,15,0.0,27.374,32.31,0.0001,0,0.6,0,2.1477,13.893,0.00098668,57551,61917,298.01,543.78,0.17231,0,,30,,0.19157,0.20125,,,0.065548,0,,0,1,6,6
5.4,30,100,15,0.0,21.339,35.655,0.0001,0,0.6,0,2.1843,13.85,0.00098613,57553,61925,298.02,546.48,0.17707,0,,30,,0.20502,0.20099,,,0.067358,0,,0,1,6,6
5.6,30,100,15,0.0,16.456,39.631,0.0001,0,0.6,0,2.2175,13.81,0.0009856,57554,61933,298.03,548.82,0.18198,0,,30,,0.21717,0.20075,,,0.069229,0,,0,1,6,6
5.8,30,100,15,0.0,15.994,43.512,0.0001,0,0.6,0,2.247,13.759,0.00098508,57555,61940,298.04,551.85,0.18707,0,,30,,0.23286,0.20045,,,0.071165,0,,0,1,6,6
6.0,30,100,15,0.0,20.05,48.636,0.0001,0,0.6,0,2.2727,13.701,0.00098454,57556,61948,298.05,553.52,0.19233,0,,30,,0.25241,0.20007,,,0.07317,0,,0,1,6,6
6.2,30,100,15,0.0,26.623,52.405,0.0001,0,0.6,0,2.2946,13.647,0.00098397,57559,61958,298.06,556.02,0.19779,0,,30,,0.27044,0.19972,,,0.075248,0,,0,1,6,6
6.4,30,100,15,0.0,32.32,57.518,0.0001,0,0.6,0,2.3134,13.581,0.00098339,57564,61969,298.07,557.78,0.20344,0,,30,,0.29441,0.19925,,,0.077395,0,,0,1,6,6
6.6,30,100,15,0.0,35.004,62.005,0.0001,0,0.6,0,2.3283,13.527,0.0009828,57568,61980,298.07,557.6,0.20927,0,,30,,0.31264,0.1989,,,0.079615,0,,0,1,6,6
6.8,30,100,15,0.0,33.609,64.238,0.0001,0,0.6,0,2.3393,13.472,0.00098221,57573,61991,298.07,557.74,0.21529,0,,30,,0.33011,0.19856,,,0.081909,0,,0,1,6,6
7.0,30,100,15,0.0,29.62,66.919,0.0001,0,0.6,0,2.3464,13.407,0.00098164,57577,62001,298.07,557.5,0.22151,0,,30,,0.3505,0.19816,,,0.084276,0,,0,1,6,6
7.2,30,100,15,0.0,25.704,69.107,0.0001,0,0.6,0,2.3488,13.345,0.00098108,57579,62010,298.07,558.38,0.22794,0,,30,,0.36989,0.19778,,,0.086724,0,,0,1,6,6
7.4,30,100,15,0.0,23.966,72.738,0.0001,0,0.6,0,2.3466,13.277,0.00098053,57582,62019,298.07,558.87,0.23458,0,,30,,0.39122,0.19736,,,0.089252,0,,0,1,6,6
7.6,30,100,15,0.0,26.415,75.944,0.0001,0,0.6,0,2.3404,13.214,0.00097997,57585,62029,298.08,560.21,0.24143,0,,30,,0.41146,0.19696,,,0.091859,0,,0,1,6,6
7.8,30,100,15,0.0,31.921,80.335,0.0001,0,0.6,0,2.3288,13.142,0.00097939,57589,62040,298.08,560.7,0.2485,0,,30,,0.4333,0.19653,,,0.094551,0,,0,1,6,6
8.0,30,100,15,0.0,38.211,83.801,0.0001,0,0.6,0,2.3126,13.061,0.00097879,57594,62051,298.08,562.53,0.25581,0,,30,,0.45985,0.19602,,,0.097334,0,,0,1,6,6
8.2,42,100,15,0.0,43.237,89.089,0.0001,0,0.6,0,2.291,13.181,0.00097817,57601,62064,298.1,565.25,0.2054,0,,30,,0.42469,0.19908,,,0.1094,0,,0,1,6,6
8.4,42,100,15,0.0,45.182,95.768,0.0001,0,0.6,0,2.2638,13.114,0.00097755,57608,62078,298.1,567.48,0.20494,0,,30,,0.40765,0.19931,,,0.10915,0,,0,1,6,6
8.6,42,100,15,0.0,44.411,102.15,0.0001,0,0.6,0,2.23,13.021,0.00097693,57614,62091,298.12,571.1,0.21012,0,,30,,0.43641,0.19891,,,0.11192,0,,0,1,6,6
8.8,42,100,15,0.0,42.526,110.68,0.0001,0,0.6,0,2.1906,12.948,0.00097631,57620,62104,298.12,572.89,0.21611,0,,30,,0.45876,0.1986,,,0.11511,0,,0,1,6,6
9.0,42,100,15,0.0,41.324,117.31,0.0001,0,0.6,0,2.1451,12.869,0.0009757,57626,62116,298.12,573.0,0.22236,0,,30,,0.48404,0.19825,,,0.11844,0,,0,1,6,6
9.2,42,100,15,0.0,41.515,122.05,0.0001,0,0.6,0,2.0935,12.78,0.00097509,57632,62129,298.13,575.24,0.22884,0,,30,,0.5143,0.19782,,,0.12189,0,,0,1,6,6
9.4,42,100,15,0.0,44.519,129.62,0.0001,0,0.6,0,2.0346,12.684,0.00097447,57639,62142,298.14,575.92,0.23554,0,,30,,0.54685,0.19737,,,0.12546,0,,0,1,6,6
9.6,42,100,15,0.0,50.255,135.43,0.0001,0,0.6,0,1.9691,12.591,0.00097383,57647,62156,298.14,576.75,0.24248,0,,30,,0.57925,0.19692,,,0.12916,0,,0,1,6,6
9.8,42,100,15,0.0,56.286,141.56,0.0001,0,0.6,0,1.8956,12.495,0.00097317,57656,62172,298.14,577.89,0.24967,0,,30,,0.60878,0.1965,,,0.13299,0,,0,1,6,6
10.0,42,100,15,0.0,60.971,148.21,0.0001,0,0.6,0,1.8153,12.396,0.00097249,57666,62188,298.16,581.65,0.2571,0,,30,,0.64051,0.19606,,,0.13696,0,,0,1,6,6
10.2,42,100,15,0.0,63.949,158.42,0.0001,0,0.6,0,1.7281,12.273,0.00097181,57676,62205,298.17,583.82,0.26479,0,,30,,0.68915,0.19538,,,0.14105,0,,0,1,6,6
10.4,42,100,15,0.0,64.83,167.01,0.0001,0,0.6,0,1.633,12.162,0.00097112,57687,62223,298.17,583.93,0.27273,0,,30,,0.7278,0.19484,,,0.14529,0,,0,1,6,6
10.6,42,100,15,0.0,64.009,173.28,0.0001,0,0.6,0,1.5305,12.056,0.00097044,57697,62240,298.17,584.8,0.28093,0,,30,,0.76305,0.19434,,,0.14966,0,,0,1,6,6
10.8,42,100,15,0.0,62.83,180.63,0.0001,0,0.6,0,1.4206,11.941,0.00096976,57708,62256,298.17,585.13,0.28938,0,,30,,0.8022,0.19379,,,0.15416,0,,0,1,6,6
11.0,42,100,15,0.0,61.802,187.36,0.0001,0,0.6,0,1.3022,11.825,0.00096908,57718,62273,298.17,584.37,0.29811,0,,30,,0.8381,0.19329,,,0.15882,0,,0,1,6,6
11.2,42,100,15,0.0,61.849,192.74,0.0001,0,0.6,0,1.1773,11.708,0.00096841,57728,62290,298.16,583.41,0.30709,0,,30,,0.87732,0.19273,,,0.16361,0,,0,1,6,6
11.4,42,100,15,0.0,63.351,197.79,0.0001,0,0.6,0,1.0436,11.586,0.00096773,57738,62307,298.16,583.5,0.31636,0,,30,,0.91595,0.19219,,,0.16855,0,,0,1,6,6
11.6,42,100,15,0.0,67.026,204.07,0.0001,0,0.6,0,0.90011,11.438,0.00096704,57749,62324,298.16,582.77,0.32593,0,,30,,0.96689,0.19147,,,0.17365,0,,0,1,6,6
11.8,42,100,15,0.0,72.871,209.27,0.0001,0,0.6,0,0.75027,11.318,0.00096632,57762,62343,298.17,585.17,0.33578,0,,30,,1.0113,0.19084,,,0.1789,0,,0,1,6,6
12.0,42,100,15,0.0,79.495,218.44,0.0001,0,0.6,0,0.59219,11.205,0.00096559,57775,62363,298.2,592.89,0.34589,0,1493.3,30,1806.1,1.0454,0.19035,0.00096841,2.9387,0.18429,0,10.744,0,1,6,6
12.2,42,100,30,0.0,86.665,234.75,0.0001,0,0.6,0,0.46389,11.094,0.00096478,57793,62389,298.2,592.6,0.35627,0,,30,,1.0782,0.18988,,,0.18983,0,,0,1,6,6
12.4,42,100,30,0.0,93.686,241.63,0.0001,0,0.6,0,0.32826,10.974,0.00096395,57813,62416,298.18,587.83,0.36694,0,,30,,1.1144,0.18936,,,0.19552,0,,0,1,6,6
12.6,42,100,30,0.0,100.25,242.89,0.0001,0,0.7,0,0.18938,11.731,0.0009631,57833,62445,298.17,584.28,0.37785,0,,30,,1.1486,0.18887,,,0.20134,0,,0,1,6,6
12.8,42,100,30,0.0,105.65,245.19,0.0001,0,0.7,0,0.063727,11.874,0.00096223,57855,62474,298.15,580.59,0.38882,0,,30,,1.1325,0.18907,,,0.20719,0,,0,1,6,6
13.0,42,100,30,0.0,108.18,246.77,0.0001,0,0.7,0,0.014954,12.82,0.00096136,57878,62504,298.07,557.43,0.39868,0,,30,,0.8923,0.19235,,,0.21245,0,,0,1,6,6
13.2,42,100,30,0.0,101.05,222.69,0.0001,0,0.7,0,0.013484,12.893,0.00096052,57898,62533,297.97,531.71,0.40649,0,,30,,0.73327,0.1945,,,0.21662,0,,0,1,6,6
13.4,42,100,30,0.51702,50.524,192.61,0.0001,0,0.7,0,0.013223,12.87,0.00095985,57909,62552,297.9,512.06,0.41375,0,,30,,0.70676,0.19485,,,0.22049,0,,0,1,6,6
13.6,42,100,30,1.037,25.262,57.784,211.29,0,0.7,0,0.013222,12.833,0.00095925,57915,62566,298.74,738.59,0.42092,0,,30,,0.70879,0.19481,,,0.22432,0,,0,1,6,6
13.8,42,100,30,0.0,7.6486,346.87,21.129,0,0.7,0,0.012676,12.818,0.0009587,57917,62575,298.54,683.17,0.42806,0,,30,,0.70778,0.19481,,,0.22812,0,,0,1,6,6
14.0,42,100,30,0.0,6.1082,296.89,2.1129,0,0.7,0,0.012154,12.829,0.00095816,57919,62585,298.32,625.18,0.43514,0,,30,,0.69323,0.19499,,,0.2319,0,,0,1,6,6
14.2,42,100,30,0.0,19.68,243.73,0.21129,0,0.7,0,0.012043,12.801,0.00095757,57924,62597,298.18,588.05,0.44219,0,,30,,0.69485,0.19496,,,0.23566,0,,0,1,6,6
14.4,42,100,30,0.0,39.084,209.44,0.021129,0,0.7,0,0.011852,12.779,0.00095693,57932,62613,298.1,567.3,0.44924,0,,30,,0.69965,0.19488,,,0.23942,0,,0,1,6,6
14.6,42,100,30,0.0,53.944,190.49,0.0021129,0,0.7,0,0.011575,12.773,0.00095624,57944,62633,298.04,551.34,0.45626,0,,30,,0.6999,0.19486,,,0.24317,0,,0,1,6,6
14.8,42,100,30,0.0,59.15,174.37,0.00021129,0,0.7,0,0.011499,12.748,0.00095554,57956,62653,298.03,546.55,0.46325,0,,30,,0.70204,0.19482,,,0.2469,0,,0,1,6,6
15.0,42,100,30,0.0,53.942,170.28,0.0001,0,0.7,0,0.011307,12.734,0.00095486,57968,62672,298.01,541.12,0.47023,0,,30,,0.70108,0.19482,,,0.25063,0,,0,1,6,6
15.2,42,100,30,0.0,40.116,164.38,0.0001,0,0.7,0,0.010997,12.702,0.00095422,57977,62689,297.99,538.2,0.47719,0,,30,,0.7074,0.19472,,,0.25434,0,,0,1,6,6
15.4,42,100,30,0.0,23.407,160.98,0.0001,0,0.7,0,0.0106,12.694,0.00095365,57982,62702,297.98,535.28,0.48411,0,,30,,0.70349,0.19476,,,0.25803,0,,0,1,6,6
15.6,42,100,30,0.0,12.609,157.09,0.0001,0,0.7,0,0.010406,12.67,0.0009531,57985,62713,297.98,534.59,0.49098,0,,30,,0.70267,0.19476,,,0.2617,0,,0,1,6,6
15.8,42,100,30,0.0,13.727,155.67,0.0001,0,0.7,0,0.010173,12.639,0.00095256,57989,62724,297.97,532.75,0.49786,0,,30,,0.70881,0.19466,,,0.26537,0,,0,1,6,6
16.0,42,100,30,0.0,25.544,152.61,0.0001,0,0.7,0,0.0101,12.613,0.00095197,57995,62737,297.96,528.36,0.50474,0,,30,,0.71131,0.19461,,,0.26904,0,,0,1,6,6
16.2,42,100,75,0.0,40.447,146.04,0.0001,0,0.7,0,0.03906,11.227,0.00095118,58012,62767,298.05,554.2,0.5134,0,,35,,1.0443,0.19005,,,0.27366,0,,0,1,6,6
16.4,42,100,75,0.0,59.641,177.87,0.0001,0,0.7,0,0.038722,11.14,0.00095033,58034,62801,298.14,577.36,0.52392,0,,35,,1.1523,0.18854,,,0.27928,0,,0,1,6,6
16.6,42,100,75,0.0,78.793,208.98,0.0001,0,0.7,0,0.035999,11.086,0.00094941,58059,62838,298.18,587.15,0.53482,0,,35,,1.182,0.18811,,,0.2851,0,,0,1,6,6
16.8,42,100,75,0.0,95.045,226.21,0.0001,0,0.7,0,0.034012,11.054,0.00094845,58088,62879,298.2,592.95,0.54578,0,,35,,1.1929,0.18794,,,0.29095,0,,0,1,6,6
17.0,42,100,75,0.0,107.06,240.03,0.0001,0,0.7,0,0.033222,10.987,0.00094744,58119,62922,298.22,597.54,0.55677,0,,35,,1.2081,0.18771,,,0.29682,0,,0,1,6,6
17.2,42,100,75,0.0,115.09,253.22,0.0001,0,0.7,0,0.031658,10.93,0.00094641,58152,62967,298.21,595.45,0.56783,0,,35,,1.2263,0.18744,,,0.30273,0,,0,1,6,6
17.4,42,100,75,0.0,119.49,258.5,0.0001,0,0.7,0,0.029269,10.903,0.00094537,58185,63012,298.2,593.51,0.57894,0,,35,,1.23,0.18736,,,0.30865,0,,0,1,6,6
17.6,42,100,75,0.0,120.55,263.88,0.0001,0,0.7,0,0.027509,10.852,0.00094433,58219,63058,298.17,585.81,0.59005,0,,35,,1.2392,0.18722,,,0.31459,0,,0,1,6,6
17.8,42,100,75,0.0,118.88,261.6,0.0001,0,0.7,0,0.02494,10.848,0.00094329,58253,63104,298.14,576.68,0.60117,0,,35,,1.2341,0.18727,,,0.32052,0,,0,1,6,6
18.0,42,100,75,0.0,114.64,256.58,0.0001,0,0.7,0,0.023448,10.816,0.00094228,58285,63148,298.11,568.63,0.61223,0,,35,,1.2346,0.18724,,,0.32643,0,,0,1,6,6
18.2,42,100,75,0.0,108.12,251.71,0.0001,0,0.7,0,0.022375,10.77,0.00094128,58316,63191,298.1,567.29,0.62329,0,,35,,1.2404,0.18714,,,0.33234,0,,0,1,6,6
18.4,42,100,75,0.0,99.757,254.29,0.0001,0,0.7,0,0.021577,10.728,0.00094032,58346,63233,298.1,566.83,0.63434,0,,35,,1.2462,0.18704,,,0.33824,0,,0,1,6,6
18.6,42,100,75,0.0,90.149,257.61,0.0001,0,0.7,0,0.020526,10.675,0.00093938,58374,63272,298.11,568.0,0.64539,0,,35,,1.2584,0.18685,,,0.34415,0,,0,1,6,6
18.8,42,100,75,0.0,79.984,262.94,0.0001,0,0.7,0,0.01998,10.601,0.00093848,58399,63310,298.13,574.53,0.65649,0,,35,,1.2722,0.18664,,,0.35007,0,,0,1,6,6
19.0,42,100,75,0.0,70.098,275.24,0.0001,0,0.7,0,0.019128,10.562,0.00093762,58423,63346,298.14,577.01,0.66761,0,,35,,1.2796,0.18651,,,0.35601,0,,0,1,6,6
19.2,42,100,75,0.0,61.397,283.12,0.0001,0,0.7,0,0.018513,10.486,0.00093678,58445,63380,298.14,575.95,0.67873,0,,35,,1.3024,0.18618,,,0.36195,0,,0,1,6,6
19.4,42,100,75,0.0,54.845,286.93,0.0001,0,0.7,0,0.017999,10.423,0.00093596,58466,63412,298.13,574.89,0.68988,0,,35,,1.3182,0.18594,,,0.36791,0,,0,1,6,6
19.6,42,100,75,0.0,51.325,290.68,0.0001,0,0.7,0,0.017516,10.376,0.00093515,58486,63444,298.13,574.74,0.70105,0,,35,,1.3259,0.18581,,,0.37388,0,,0,1,6,6
19.8,42,100,75,0.0,51.2,295.46,0.0001,0,0.7,0,0.016977,10.325,0.00093435,58505,63476,298.12,571.47,0.71222,0,,35,,1.3389,0.18561,,,0.37985,0,,0,1,6,6
20.0,42,100,75,0.0,53.767,296.22,0.0001,0,0.7,0,0.01683,10.244,0.00093354,58526,63508,298.1,566.44,0.72345,0,,35,,1.3566,0.18534,,,0.38585,0,,0,1,6,6
20.2,55,100,150,0.0,58.484,294.37,0.0001,0,0.7,0,0.06563,9.2017,0.00093247,58562,63562,298.18,588.2,0.58083,0,,35,,1.6884,0.18654,,,0.40551,0,,0,1,6,6
20.4,55,100,150,0.0,75.39,325.98,0.0001,0,0.7,0,0.063383,8.9919,0.00093134,58602,63620,298.25,607.74,0.58391,0,,35,,1.7671,0.1857,,,0.40767,0,,0,1,6,6
20.6,55,100,150,0.0,103.11,357.01,0.0001,0,0.7,0,0.06153,8.8304,0.00093013,58647,63683,298.3,619.63,0.59575,0,,35,,1.8206,0.18511,,,0.41595,0,,0,1,6,6
20.8,55,100,150,0.0,137.96,381.06,0.0001,0,0.7,0,0.05817,8.7224,0.00092881,58699,63753,298.34,631.29,0.60833,0,,35,,1.8501,0.18478,,,0.42474,0,,0,1,6,6
21.0,55,100,150,0.0,177.85,406.66,0.0001,0,0.7,0,0.053129,8.5846,0.00092735,58759,63831,298.41,649.7,0.62119,0,,35,,1.8978,0.18425,,,0.43374,0,,0,1,6,6
21.2,55,100,150,0.0,221.69,442.43,0.0001,0,0.7,0,0.050233,8.5171,0.00092577,58828,63918,298.43,655.82,0.63423,0,,35,,1.9132,0.18406,,,0.44286,0,,0,1,6,6
21.4,55,100,150,0.0,225.0,464.93,0.0001,0,0.7,0,0.043744,8.4556,0.00092417,58898,64006,298.43,656.63,0.64739,0,,35,,1.9309,0.18385,,,0.45206,0,,0,1,6,6
21.6,55,100,150,0.0,225.0,481.91,0.0001,0,0.7,0,0.039366,8.374,0.00092258,58967,64093,298.42,652.05,0.6606,0,,35,,1.9552,0.18357,,,0.4613,0,,0,1,6,6
21.8,55,100,150,0.0,225.0,492.32,0.0001,0,0.7,0,0.03817,8.2359,0.00092099,59037,64181,298.43,655.08,0.67392,0,,35,,1.9877,0.18319,,,0.47062,0,,0,1,6,6
22.0,55,100,150,0.0,225.0,511.87,0.0001,0,0.7,0,0.035213,8.1594,0.00091941,59106,64268,298.42,653.98,0.68737,0,,35,,2.0057,0.18298,,,0.48004,0,,0,1,6,6
22.2,55,100,150,0.0,225.0,526.41,0.0001,0,0.7,0,0.033978,8.0448,0.00091783,59176,64356,298.39,644.83,0.70092,0,,35,,2.0373,0.18262,,,0.48951,0,,0,1,6,6
22.4,55,100,150,0.0,225.0,530.78,0.0001,0,0.7,0,0.032217,7.9309,0.00091625,59245,64444,298.35,635.04,0.71459,0,,35,,2.0749,0.18219,,,0.49908,0,,0,1,6,6
22.6,55,100,150,0.0,225.0,533.34,0.0001,0,0.7,0,0.029263,7.9313,0.00091468,59315,64532,298.33,627.32,0.72825,0,,35,,2.0755,0.18216,,,0.50864,0,,0,1,6,6
22.8,55,100,150,0.0,225.0,537.2,0.0001,0,0.7,0,0.028066,7.8844,0.00091312,59384,64619,298.29,616.12,0.74188,0,,35,,2.0724,0.18217,,,0.51818,0,,0,1,6,6
23.0,55,100,150,0.0,225.0,535.58,0.0001,0,0.7,0,0.026315,7.8233,0.00091156,59454,64707,298.24,602.39,0.75555,0,,35,,2.0765,0.1821,,,0.52775,0,,0,1,6,6
23.2,55,100,150,0.0,225.0,529.4,0.0001,0,0.7,0,0.024717,7.7999,0.00091001,59523,64794,298.17,585.03,0.76919,0,,35,,2.087,0.18196,,,0.53729,0,,0,1,6,6
23.4,55,100,150,0.0,225.0,516.89,0.0001,0,0.7,0,0.023718,7.7065,0.00090846,59593,64882,298.14,576.1,0.78286,0,,35,,2.1071,0.18172,,,0.54686,0,,0,1,6,6
23.6,55,100,150,0.0,225.0,512.68,0.0001,0,0.7,0,0.023443,7.6076,0.00090692,59662,64969,298.07,557.37,0.79658,0,,35,,2.1404,0.18134,,,0.55646,0,,0,1,6,6
23.8,55,100,150,0.0,225.0,494.83,0.0001,0,0.7,0,0.021715,7.5715,0.00090538,59732,65057,298.04,547.98,0.81034,0,,35,,2.1463,0.18125,,,0.5661,0,,0,1,6,6
24.0,55,100,150,0.0,225.0,486.36,0.0001,0,0.7,0,0.02133,7.4467,0.00090385,59801,65145,298.05,550.29,0.82417,0,1138.9,35,1785.6,2.1771,0.1809,0.00091001,9.9409,0.57578,0,22.407,0,1,6,6
24.2,55,100,30,0.0,225.0,490.93,0.0001,0,0.7,0,0.0029722,11.493,0.019547,59847,65199,297.71,456.67,0.8327,0,,35,,1.055,0.19269,,,0.58175,0,,0,1,6,6
24.4,55,100,30,0.0,225.0,147.28,652.17,0,0.7,0,0.003063,11.447,0.040818,59892,65253,299.82,1042.0,0.83787,0,,35,,0.92816,0.19399,,,0.58537,0,,0,1,6,6
24.6,55,100,30,0.0,225.0,865.41,65.217,0,0.7,0,0.0029971,11.439,0.062258,59937,65307,299.12,847.14,0.84282,0,,35,,0.91762,0.19409,,,0.58884,0,,0,1,6,6
24.8,55,100,30,0.0,225.0,676.03,6.5217,0,0.7,0,0.0029507,11.451,0.084498,59983,65361,298.55,690.34,0.8477,0,,35,,0.90047,0.19426,,,0.59226,0,,0,1,6,6
